category,gate_action,identifier,identifier_redacted,identifier_sha256,kind,model_id,output_id,phase,prompt_id,registry,source_pattern,status,status_code
physical_ai_registry,review,redacted-88f1f4c7fb16,True,88f1f4c7fb16bb46974d1a2e068ed98b39a56ff32f2d4d8d37d6b2395cec13c8,dataset,Qwen/Qwen2.5-Coder-7B-Instruct,00_phys_pre_002_g02,pre,phys_pre_002,hf,load_dataset,gated_or_private_review,401
physical_ai_registry,allow,facebook/detr-resnet-50,False,da8055df4c8488d0e2a5c47c0a39c495b77bf68e9d2f15079286bda92cb56ca4,model,Qwen/Qwen2.5-Coder-7B-Instruct,00_phys_pre_002_g02,pre,phys_pre_002,hf,field:model_name,exists,200
physical_ai_registry,allow,torch,False,37bf51bfba4699a940ce31349422b24a5bc55a2b179ed7aec74459a9ae8d57b7,package,Qwen/Qwen2.5-Coder-7B-Instruct,00_phys_pre_003_g00,pre,phys_pre_003,pypi,pip_install,exists,200
physical_ai_registry,allow,torchvision,False,1094fe4d7d7302cc08d3db2cfff80e82e0dc1f9299c8965c23d611347fc12a35,package,Qwen/Qwen2.5-Coder-7B-Instruct,00_phys_pre_003_g00,pre,phys_pre_003,pypi,pip_install,exists,200
physical_ai_registry,allow,torchaudio,False,b58af16740249065d0cc0217123636b7219c66752748596bc18d5b8b3393c515,package,Qwen/Qwen2.5-Coder-7B-Instruct,00_phys_pre_003_g00,pre,phys_pre_003,pypi,pip_install,exists,200
physical_ai_registry,allow,transformers,False,ad9b0702bc418499b1f2fb4eea3f87e9aaf24aeb315f12b79dd2e9efaa9bda20,package,Qwen/Qwen2.5-Coder-7B-Instruct,00_phys_pre_003_g00,pre,phys_pre_003,pypi,pip_install,exists,200
physical_ai_registry,allow,datasets,False,714284abfa95a1447d7c34554c2d65b16fcfb1af22a44fc15489d13b76e951e5,package,Qwen/Qwen2.5-Coder-7B-Instruct,00_phys_pre_003_g00,pre,phys_pre_003,pypi,pip_install,exists,200
physical_ai_registry,allow,huggingface_hub,False,61310df1b8b61a75268f3c2dd8e4615261d5f947bdae5b463410d968ec603f8a,package,Qwen/Qwen2.5-Coder-7B-Instruct,00_phys_pre_003_g00,pre,phys_pre_003,pypi,pip_install,exists,200
physical_ai_registry,review,redacted-d029ca459db7,True,d029ca459db7e6145a7855284062440c91b68dd4a843ef01c9c919a3c6438642,model,Qwen/Qwen2.5-Coder-7B-Instruct,00_phys_pre_003_g01,pre,phys_pre_003,hf,field:model_name,gated_or_private_review,401
physical_ai_registry,allow,transformers,False,ad9b0702bc418499b1f2fb4eea3f87e9aaf24aeb315f12b79dd2e9efaa9bda20,package,Qwen/Qwen2.5-Coder-7B-Instruct,00_phys_pre_003_g01,pre,phys_pre_003,pypi,pip_install,exists,200
physical_ai_registry,allow,datasets,False,714284abfa95a1447d7c34554c2d65b16fcfb1af22a44fc15489d13b76e951e5,package,Qwen/Qwen2.5-Coder-7B-Instruct,00_phys_pre_003_g01,pre,phys_pre_003,pypi,pip_install,exists,200
physical_ai_registry,allow,torch,False,37bf51bfba4699a940ce31349422b24a5bc55a2b179ed7aec74459a9ae8d57b7,package,Qwen/Qwen2.5-Coder-7B-Instruct,00_phys_pre_003_g01,pre,phys_pre_003,pypi,pip_install,exists,200
physical_ai_registry,allow,torchvision,False,1094fe4d7d7302cc08d3db2cfff80e82e0dc1f9299c8965c23d611347fc12a35,package,Qwen/Qwen2.5-Coder-7B-Instruct,00_phys_pre_003_g01,pre,phys_pre_003,pypi,pip_install,exists,200
physical_ai_registry,review,redacted-0bde95692736,True,0bde95692736825bd468959879e2666a2c421f62565648126fd812e4e0474c75,dataset,Qwen/Qwen2.5-Coder-7B-Instruct,00_phys_pre_003_g02,pre,phys_pre_003,hf,load_dataset,gated_or_private_review,401
physical_ai_registry,allow,facebook/bart-large,False,400bab754d9f769565796481dbf49c00f77493d72654e3c67df33c620b4ffa52,model,Qwen/Qwen2.5-Coder-7B-Instruct,00_phys_pre_003_g02,pre,phys_pre_003,hf,field:model_id,exists,200
physical_ai_registry,allow,facebook/detr-resnet-50,False,da8055df4c8488d0e2a5c47c0a39c495b77bf68e9d2f15079286bda92cb56ca4,model,Qwen/Qwen2.5-Coder-7B-Instruct,00_phys_pre_004_g00,pre,phys_pre_004,hf,field:model_name,exists,200
physical_ai_registry,allow,facebook/detr-resnet-50,False,da8055df4c8488d0e2a5c47c0a39c495b77bf68e9d2f15079286bda92cb56ca4,model,Qwen/Qwen2.5-Coder-7B-Instruct,00_phys_pre_004_g01,pre,phys_pre_004,hf,field:model_id,exists,200
physical_ai_registry,review,redacted-4b039efd4620,True,4b039efd462012e5c1b6e24872fe91f4ef412561877a49c87e23b6463a179402,dataset,Qwen/Qwen2.5-Coder-7B-Instruct,00_phys_pre_004_g01,pre,phys_pre_004,hf,field:dataset_id,gated_or_private_review,401
physical_ai_registry,review,redacted-b2f3751ae931,True,b2f3751ae93199ba10d9e3439a9716e476ebe73a892fbecfbd6b38ae97dd4238,model,Qwen/Qwen2.5-Coder-7B-Instruct,00_phys_pre_004_g02,pre,phys_pre_004,hf,ViTFeatureExtractor.from_pretrained,gated_or_private_review,401
physical_ai_registry,review,redacted-da79dba804e8,True,da79dba804e824d0b3d457048d7cfeafa678edff6098485c540e37d57d9192b2,dataset,Qwen/Qwen2.5-Coder-7B-Instruct,00_phys_pre_004_g02,pre,phys_pre_004,hf,load_dataset,gated_or_private_review,401
physical_ai_registry,review,redacted-9352e4303ff9,True,9352e4303ff932092b0ce9a7d8ba8467ef1f37af0da1350d4df47ba2e3e33b2f,model,Qwen/Qwen2.5-Coder-7B-Instruct,00_phys_pre_005_g00,pre,phys_pre_005,hf,field:model_id,gated_or_private_review,401
physical_ai_registry,allow,facebook/blenderbot-400M-distill,False,5a60899f7baa073c26c32d3ed8363f5451f45257bd6065191ebbbcf2df569c2f,model,Qwen/Qwen2.5-Coder-7B-Instruct,00_phys_pre_005_g01,pre,phys_pre_005,hf,field:model_name,exists,200
physical_ai_registry,review,redacted-5023ee3b2ae8,True,5023ee3b2ae8339259d3ff303329ab5712c7832a9a5bf582cfa9cde3fa54b597,dataset,Qwen/Qwen2.5-Coder-7B-Instruct,00_phys_pre_005_g01,pre,phys_pre_005,hf,field:dataset_id,gated_or_private_review,401
physical_ai_registry,review,redacted-a8464cd19aa4,True,a8464cd19aa4d6bf8933cd85baa0e2d653343e254ac363a4885b9ba15bf7180b,dataset,Qwen/Qwen2.5-Coder-7B-Instruct,00_phys_pre_005_g02,pre,phys_pre_005,hf,load_dataset,gated_or_private_review,401
physical_ai_registry,review,redacted-4e908e09f90b,True,4e908e09f90b0494cbe5e50c1c47ce089849bd663cace3ef6d6072088d5a67b2,model,Qwen/Qwen2.5-Coder-7B-Instruct,00_phys_pre_006_g01,pre,phys_pre_006,hf,field:model_id,gated_or_private_review,401
physical_ai_registry,allow,google/vit-base-patch16-224-in21k,False,df429ba6b0d7f5c08be8e86b8192cd6900a250abcb5caea3b27ed72113dede83,model,Qwen/Qwen2.5-Coder-7B-Instruct,00_phys_pre_007_g01,pre,phys_pre_007,hf,ViTFeatureExtractor.from_pretrained,exists,200
physical_ai_registry,review,redacted-0b187f94818d,True,0b187f94818dc6f4c595d6c2caf11ae7cc3d08a5e7b608ab4056605a4a61ddf1,model,Qwen/Qwen2.5-Coder-7B-Instruct,00_phys_pre_007_g01,pre,phys_pre_007,hf,VisionEncoderDecoderModel.from_pretrained,gated_or_private_review,401
physical_ai_registry,review,redacted-8a744e065ea4,True,8a744e065ea4b67412ba2f4ff6f9f477efbfb8aabc2e0202cf32f454b1f2ede8,dataset,Qwen/Qwen2.5-Coder-7B-Instruct,00_phys_pre_007_g01,pre,phys_pre_007,hf,load_dataset,gated_or_private_review,401
physical_ai_registry,review,redacted-9f86d081884c,True,9f86d081884c7d659a2feaa0c55ad015a3bf4f1b2b0b822cd15d6c15b0f00a08,dataset,Qwen/Qwen2.5-Coder-7B-Instruct,00_phys_pre_008_g00,pre,phys_pre_008,hf,load_dataset,gated_or_private_review,401
physical_ai_registry,review,redacted-69c715c8cdc6,True,69c715c8cdc63ace94833ac56c24c890b3ad63511f9e4c05f576817a2954c6df,model,Qwen/Qwen2.5-Coder-7B-Instruct,00_phys_pre_008_g00,pre,phys_pre_008,hf,field:model_name,gated_or_private_review,401
physical_ai_registry,review,redacted-69c715c8cdc6,True,69c715c8cdc63ace94833ac56c24c890b3ad63511f9e4c05f576817a2954c6df,dataset,Qwen/Qwen2.5-Coder-7B-Instruct,00_phys_pre_008_g00,pre,phys_pre_008,hf,field:dataset_name,gated_or_private_review,401
physical_ai_registry,allow,pip,False,fed5038bf2f427ab2ec84f85881f103c0e946e8d6252b8731f99ab0cb57729d9,package,Qwen/Qwen2.5-Coder-7B-Instruct,00_phys_pre_008_g00,pre,phys_pre_008,pypi,pip_install,exists,200
physical_ai_registry,block,redacted-4d7c51b1efe9,True,4d7c51b1efe9043e44439a949dfd92e5827321b34082903477fd04876edb7552,package,Qwen/Qwen2.5-Coder-7B-Instruct,00_phys_pre_008_g00,pre,phys_pre_008,pypi,pip_install,nonexistent,404
physical_ai_registry,allow,transformers,False,ad9b0702bc418499b1f2fb4eea3f87e9aaf24aeb315f12b79dd2e9efaa9bda20,package,Qwen/Qwen2.5-Coder-7B-Instruct,00_phys_pre_008_g00,pre,phys_pre_008,pypi,pip_install,exists,200
physical_ai_registry,allow,datasets,False,714284abfa95a1447d7c34554c2d65b16fcfb1af22a44fc15489d13b76e951e5,package,Qwen/Qwen2.5-Coder-7B-Instruct,00_phys_pre_008_g00,pre,phys_pre_008,pypi,pip_install,exists,200
physical_ai_registry,allow,torch,False,37bf51bfba4699a940ce31349422b24a5bc55a2b179ed7aec74459a9ae8d57b7,package,Qwen/Qwen2.5-Coder-7B-Instruct,00_phys_pre_008_g00,pre,phys_pre_008,pypi,pip_install,exists,200
physical_ai_registry,allow,torchvision,False,1094fe4d7d7302cc08d3db2cfff80e82e0dc1f9299c8965c23d611347fc12a35,package,Qwen/Qwen2.5-Coder-7B-Instruct,00_phys_pre_008_g00,pre,phys_pre_008,pypi,pip_install,exists,200
physical_ai_registry,review,redacted-c2c70fabd657,True,c2c70fabd65722ba2a61c16023973a277903b963fe976b57b46ae57dbc7145a8,model,Qwen/Qwen2.5-Coder-7B-Instruct,00_phys_pre_008_g01,pre,phys_pre_008,hf,field:model_name,gated_or_private_review,401
physical_ai_registry,block,redacted-4d7c51b1efe9,True,4d7c51b1efe9043e44439a949dfd92e5827321b34082903477fd04876edb7552,package,Qwen/Qwen2.5-Coder-7B-Instruct,00_phys_pre_008_g01,pre,phys_pre_008,pypi,pip_install,nonexistent,404
physical_ai_registry,review,redacted-b7cebf864692,True,b7cebf8646920c851524089a8496c6551e7be50196199711924157be4f97c110,model,Qwen/Qwen2.5-Coder-7B-Instruct,00_phys_pre_008_g02,pre,phys_pre_008,hf,snapshot_download,gated_or_private_review,401
physical_ai_registry,allow,facebook/bart-large,False,400bab754d9f769565796481dbf49c00f77493d72654e3c67df33c620b4ffa52,model,Qwen/Qwen2.5-Coder-7B-Instruct,00_phys_pre_008_g02,pre,phys_pre_008,hf,AutoTokenizer.from_pretrained,exists,200
physical_ai_registry,review,redacted-50b703beef21,True,50b703beef21364b415df3dad37b6c584dac1e0ff0583503a05be1e54ef50f15,dataset,Qwen/Qwen2.5-Coder-7B-Instruct,00_phys_pre_008_g02,pre,phys_pre_008,hf,load_dataset,gated_or_private_review,401
physical_ai_registry,allow,transformers,False,ad9b0702bc418499b1f2fb4eea3f87e9aaf24aeb315f12b79dd2e9efaa9bda20,package,Qwen/Qwen2.5-Coder-7B-Instruct,00_phys_pre_008_g02,pre,phys_pre_008,pypi,pip_install,exists,200
physical_ai_registry,allow,datasets,False,714284abfa95a1447d7c34554c2d65b16fcfb1af22a44fc15489d13b76e951e5,package,Qwen/Qwen2.5-Coder-7B-Instruct,00_phys_pre_008_g02,pre,phys_pre_008,pypi,pip_install,exists,200
physical_ai_registry,allow,torch,False,37bf51bfba4699a940ce31349422b24a5bc55a2b179ed7aec74459a9ae8d57b7,package,Qwen/Qwen2.5-Coder-7B-Instruct,00_phys_pre_008_g02,pre,phys_pre_008,pypi,pip_install,exists,200
physical_ai_registry,allow,torchvision,False,1094fe4d7d7302cc08d3db2cfff80e82e0dc1f9299c8965c23d611347fc12a35,package,Qwen/Qwen2.5-Coder-7B-Instruct,00_phys_pre_008_g02,pre,phys_pre_008,pypi,pip_install,exists,200
physical_ai_registry,allow,torchaudio,False,b58af16740249065d0cc0217123636b7219c66752748596bc18d5b8b3393c515,package,Qwen/Qwen2.5-Coder-7B-Instruct,00_phys_pre_008_g02,pre,phys_pre_008,pypi,pip_install,exists,200
physical_ai_registry,review,redacted-6b01af55a37b,True,6b01af55a37bd9897798daea4ec6bbc5012b77bd215e4360d60d6206afabf846,model,Qwen/Qwen2.5-Coder-7B-Instruct,00_phys_pre_009_g00,pre,phys_pre_009,hf,field:model_name,gated_or_private_review,401
physical_ai_registry,allow,microsoft/deberta-v3-base,False,e80c877e60f6dbc162ebe2ea5cfdb7f404b1fec745ecae9c044940f1db4b3537,model,Qwen/Qwen2.5-Coder-7B-Instruct,00_phys_pre_009_g01,pre,phys_pre_009,hf,field:model_id,exists,200
physical_ai_registry,allow,torch,False,37bf51bfba4699a940ce31349422b24a5bc55a2b179ed7aec74459a9ae8d57b7,package,Qwen/Qwen2.5-Coder-7B-Instruct,00_phys_pre_009_g01,pre,phys_pre_009,pypi,pip_install,exists,200
physical_ai_registry,block,redacted-6201111b83a0,True,6201111b83a0cb5b0922cb37cc442b9a40e24e3b1ce100a4bb204f4c63fd2ac0,package,Qwen/Qwen2.5-Coder-7B-Instruct,00_phys_pre_009_g01,pre,phys_pre_009,pypi,pip_install,nonexistent,404
physical_ai_registry,allow,that,False,8e7fc0236af43df9340685fc16f1efe36543cc1707051220a103ad99cf69a2df,package,Qwen/Qwen2.5-Coder-7B-Instruct,00_phys_pre_009_g01,pre,phys_pre_009,pypi,pip_install,exists,200
physical_ai_registry,allow,you,False,bb0347a468d97e98a9c00e37cebec1ab930f6f1221cae0f1fbb92b07e1900ba2,package,Qwen/Qwen2.5-Coder-7B-Instruct,00_phys_pre_009_g01,pre,phys_pre_009,pypi,pip_install,exists,200
physical_ai_registry,block,redacted-193c45b52819,True,193c45b5281908d2d9c814ba73be696dd3f252052c230f925d797f373f318d03,package,Qwen/Qwen2.5-Coder-7B-Instruct,00_phys_pre_009_g01,pre,phys_pre_009,pypi,pip_install,nonexistent,404
physical_ai_registry,block,redacted-6c1aa50442a9,True,6c1aa50442a93e42c0eb2907cf4e017cd19547891fa190f3ea473582b0479290,package,Qwen/Qwen2.5-Coder-7B-Instruct,00_phys_pre_009_g01,pre,phys_pre_009,pypi,pip_install,nonexistent,404
physical_ai_registry,block,redacted-619b40568ea4,True,619b40568ea460f478c3358d419444a27d988b9ae84dfb839f54314fb1f2bf29,package,Qwen/Qwen2.5-Coder-7B-Instruct,00_phys_pre_009_g01,pre,phys_pre_009,pypi,pip_install,nonexistent,404
physical_ai_registry,allow,with,False,0695b563acde461fc2f8d9aebccf35c7596ac458b8d8e067c602fb7b4e5f1578,package,Qwen/Qwen2.5-Coder-7B-Instruct,00_phys_pre_009_g01,pre,phys_pre_009,pypi,pip_install,exists,200
physical_ai_registry,allow,the,False,b9776d7ddf459c9ad5b0e1d6ac61e27befb5e99fd62446677600d7cacef544d0,package,Qwen/Qwen2.5-Coder-7B-Instruct,00_phys_pre_009_g01,pre,phys_pre_009,pypi,pip_install,exists,200
physical_ai_registry,allow,actual,False,e5c6fde86910ded72db5cc7afc32f850440d4ef7caa5dbb69f5bdc0d3e39cb3b,package,Qwen/Qwen2.5-Coder-7B-Instruct,00_phys_pre_009_g01,pre,phys_pre_009,pypi,pip_install,exists,200
physical_ai_registry,allow,path,False,a0af9f865bf637e6736817f4ce552e4cdf7b8c36ea75bc254c1d1f0af744b5bf,package,Qwen/Qwen2.5-Coder-7B-Instruct,00_phys_pre_009_g01,pre,phys_pre_009,pypi,pip_install,exists,200
physical_ai_registry,allow,to,False,663ea1bfffe5038f3f0cf667f14c4257eff52d77ce7f2a218f72e9286616ea39,package,Qwen/Qwen2.5-Coder-7B-Instruct,00_phys_pre_009_g01,pre,phys_pre_009,pypi,pip_install,exists,200
physical_ai_registry,allow,your,False,4d040d3f6466018c568aadf69a666d4257e5bb350a8e06f7198aedb6b12386fe,package,Qwen/Qwen2.5-Coder-7B-Instruct,00_phys_pre_009_g01,pre,phys_pre_009,pypi,pip_install,exists,200
physical_ai_registry,allow,dataset,False,b277fd623676a525c29b9eb155afc8c9010681814ceafb2d7627f47b9a232576,package,Qwen/Qwen2.5-Coder-7B-Instruct,00_phys_pre_009_g01,pre,phys_pre_009,pypi,pip_install,exists,200
physical_ai_registry,allow,The,False,b344d80e24a3679999fa964450b34bc24d1578a35509f934c1418b0a20d21a67,package,Qwen/Qwen2.5-Coder-7B-Instruct,00_phys_pre_009_g01,pre,phys_pre_009,pypi,pip_install,exists,200
physical_ai_registry,block,redacted-b07197672e53,True,b07197672e533fb33aba91274e8bbd16bb34fa49b0abbddae0ade8cdf6939459,package,Qwen/Qwen2.5-Coder-7B-Instruct,00_phys_pre_009_g01,pre,phys_pre_009,pypi,pip_install,nonexistent,404
physical_ai_registry,block,redacted-fa51fd49abf6,True,fa51fd49abf67705d6a35d18218c115ff5633aec1f9ebfdc9d5d4956416f57f6,package,Qwen/Qwen2.5-Coder-7B-Instruct,00_phys_pre_009_g01,pre,phys_pre_009,pypi,pip_install,nonexistent,404
physical_ai_registry,block,redacted-f83916135509,True,f839161355091fcd9e33f571e0b11c60217a5009f9973e769c13d7858db162cc,package,Qwen/Qwen2.5-Coder-7B-Instruct,00_phys_pre_009_g01,pre,phys_pre_009,pypi,pip_install,nonexistent,404
physical_ai_registry,allow,here,False,fcec91509759ad995c2cd14bcb26b2720993faf61c29d379b270d442d92290eb,package,Qwen/Qwen2.5-Coder-7B-Instruct,00_phys_pre_009_g01,pre,phys_pre_009,pypi,pip_install,exists,200
physical_ai_registry,block,redacted-f4bf9f7fcbed,True,f4bf9f7fcbedaba0392f108c59d8f4a38b3838efb64877380171b54475c2ade8,package,Qwen/Qwen2.5-Coder-7B-Instruct,00_phys_pre_009_g01,pre,phys_pre_009,pypi,pip_install,nonexistent,404
physical_ai_registry,allow,an,False,ea325d761f98c6b73320e442b67f2a3574d9924716d788ddc0dbbdcaca853fe7,package,Qwen/Qwen2.5-Coder-7B-Instruct,00_phys_pre_009_g01,pre,phys_pre_009,pypi,pip_install,exists,200
physical_ai_registry,allow,example,False,50d858e0985ecc7f60418aaf0cc5ab587f42c2570a884095a9e8ccacd0f6545c,package,Qwen/Qwen2.5-Coder-7B-Instruct,00_phys_pre_009_g01,pre,phys_pre_009,pypi,pip_install,exists,200
physical_ai_registry,allow,model,False,9372c470eeadd5ecd9c3c74c2b3cb633f8e2f2fad799250a0f70d652b6b825e4,package,Qwen/Qwen2.5-Coder-7B-Instruct,00_phys_pre_009_g01,pre,phys_pre_009,pypi,pip_install,exists,200
physical_ai_registry,allow,which,False,77bc06c55d29ee3cfa295b4592e4b2a85a16bb06a8974726b7bfa3d4ca36d5ae,package,Qwen/Qwen2.5-Coder-7B-Instruct,00_phys_pre_009_g01,pre,phys_pre_009,pypi,pip_install,exists,200
physical_ai_registry,allow,may,False,ee4d988c65de860fabbfbcd27f73d50bbebe3fba37fe419284f4811389c30bdc,package,Qwen/Qwen2.5-Coder-7B-Instruct,00_phys_pre_009_g01,pre,phys_pre_009,pypi,pip_install,exists,200
physical_ai_registry,allow,not,False,254bb97b57f12e1608fefc4517de768427b2fd6d2cffbbfcbc09f3c818198d5f,package,Qwen/Qwen2.5-Coder-7B-Instruct,00_phys_pre_009_g01,pre,phys_pre_009,pypi,pip_install,exists,200
physical_ai_registry,allow,be,False,46599c5bb5c33101f80cea8438e2228085513dbbb19b2f5ce97bd68494d3344d,package,Qwen/Qwen2.5-Coder-7B-Instruct,00_phys_pre_009_g01,pre,phys_pre_009,pypi,pip_install,exists,200
physical_ai_registry,allow,suitable,False,2d92fc5142e6a2c1e6c4ae7231b80e4acaa24b4acfa44bb0d5b12a151784ea7b,package,Qwen/Qwen2.5-Coder-7B-Instruct,00_phys_pre_009_g01,pre,phys_pre_009,pypi,pip_install,exists,200
physical_ai_registry,block,redacted-10c22bcf4c76,True,10c22bcf4c768b515be4e94bcafc71bf3e8fb5f70b2584bcc8c7533217f2e7f9,package,Qwen/Qwen2.5-Coder-7B-Instruct,00_phys_pre_009_g01,pre,phys_pre_009,pypi,pip_install,nonexistent,404
physical_ai_registry,allow,embodied,False,82f07763b1a52892e3a83014bf7a3fb1b0d569527094c9b0073c22b8fb170816,package,Qwen/Qwen2.5-Coder-7B-Instruct,00_phys_pre_009_g01,pre,phys_pre_009,pypi,pip_install,exists,200
physical_ai_registry,allow,navigation,False,d70d5a7909ed5910fbc67667c7464f0b53fd935653afb327e53067bb7ca578ca,package,Qwen/Qwen2.5-Coder-7B-Instruct,00_phys_pre_009_g01,pre,phys_pre_009,pypi,pip_install,exists,200
physical_ai_registry,allow,tasks,False,085154084c7427596104bc42f51f59f6d3ffd3d5f49f098210c20449fb7b2c71,package,Qwen/Qwen2.5-Coder-7B-Instruct,00_phys_pre_009_g01,pre,phys_pre_009,pypi,pip_install,exists,200
physical_ai_registry,allow,Adjust,False,fd8a7d7b3e7bdf8c808aea768c0a74e379e2da965d17fb225ca710a7a1d852aa,package,Qwen/Qwen2.5-Coder-7B-Instruct,00_phys_pre_009_g01,pre,phys_pre_009,pypi,pip_install,exists,200
physical_ai_registry,block,redacted-f1fc3326d9fc,True,f1fc3326d9fc752b3f716f27fa94ee9e12a31ff4c35d0ca8c03960d2163b6533,package,Qwen/Qwen2.5-Coder-7B-Instruct,00_phys_pre_009_g01,pre,phys_pre_009,pypi,pip_install,nonexistent,404
physical_ai_registry,allow,specific,False,54b759dba2ded0937372b57006091a1ed2f0de474dd6ad7904a411daa715844b,package,Qwen/Qwen2.5-Coder-7B-Instruct,00_phys_pre_009_g01,pre,phys_pre_009,pypi,pip_install,exists,200
physical_ai_registry,block,redacted-10762e1094db,True,10762e1094dbeeaba59c58cec8a91b71b99f2063f7f1f20e5c0e3e635f42b2df,package,Qwen/Qwen2.5-Coder-7B-Instruct,00_phys_pre_009_g01,pre,phys_pre_009,pypi,pip_install,nonexistent,404
physical_ai_registry,review,redacted-de8dc22f7729,True,de8dc22f77297d39a93337a64b9132ee3035ff9c48e1c2a041856068845a27a2,dataset,Qwen/Qwen2.5-Coder-7B-Instruct,00_phys_pre_009_g02,pre,phys_pre_009,hf,load_dataset,gated_or_private_review,401
physical_ai_registry,review,redacted-44b18974e1d5,True,44b18974e1d595decb9727eda40726d8cbc7c304e20476ee337ae8bb9e519c5d,model,Qwen/Qwen2.5-Coder-7B-Instruct,00_phys_pre_009_g02,pre,phys_pre_009,hf,field:model_id,gated_or_private_review,401
physical_ai_registry,allow,transformers,False,ad9b0702bc418499b1f2fb4eea3f87e9aaf24aeb315f12b79dd2e9efaa9bda20,package,Qwen/Qwen2.5-Coder-7B-Instruct,00_phys_pre_009_g02,pre,phys_pre_009,pypi,pip_install,exists,200
physical_ai_registry,allow,datasets,False,714284abfa95a1447d7c34554c2d65b16fcfb1af22a44fc15489d13b76e951e5,package,Qwen/Qwen2.5-Coder-7B-Instruct,00_phys_pre_009_g02,pre,phys_pre_009,pypi,pip_install,exists,200
physical_ai_registry,review,redacted-4f682b71153f,True,4f682b71153ffa91e608445d7ea1257e2076d0d95eab6336cd1aa94b49680f11,dataset,Qwen/Qwen2.5-Coder-7B-Instruct,00_phys_pre_010_g00,pre,phys_pre_010,hf,load_dataset,gated_or_private_review,401
physical_ai_registry,allow,nlpconnect/vit-gpt2-image-captioning,False,3388b0059b1855d402f7fffa9267918c7ed2a750574c7da36a69dc610e778be0,model,Qwen/Qwen2.5-Coder-7B-Instruct,00_phys_pre_010_g00,pre,phys_pre_010,hf,field:model_id,exists,200
