seed,split,row_position,true_stage,frozen_pred,tta_pred,hybrid_pred,frozen_conf,tta_conf,use_tta,prediction_changed,uncertain_override,recon_rescue,protected_de
42,test,15978,Benign,Data Exfiltration,Data Exfiltration,Data Exfiltration,0.7911399,0.9721549,False,False,False,False,True
42,test,16409,Benign,Data Exfiltration,Data Exfiltration,Data Exfiltration,0.40890893,0.6356479,False,False,True,False,True
42,test,16515,Benign,Data Exfiltration,Data Exfiltration,Data Exfiltration,0.45414177,0.889808,False,False,True,False,True
42,test,16657,Data Exfiltration,Benign,Data Exfiltration,Data Exfiltration,0.43403345,0.73635083,True,True,True,False,False
42,test,16922,Benign,Data Exfiltration,Data Exfiltration,Data Exfiltration,0.40516302,0.7131122,False,False,True,False,True
42,test,16959,Benign,Data Exfiltration,Data Exfiltration,Data Exfiltration,0.6008336,0.94313174,False,False,False,False,True
42,test,16996,Benign,Data Exfiltration,Data Exfiltration,Data Exfiltration,0.45734125,0.6926069,False,False,True,False,True
42,test,17214,Benign,Data Exfiltration,Data Exfiltration,Data Exfiltration,0.49905372,0.83795255,False,False,True,False,True
42,test,17276,Benign,Data Exfiltration,Data Exfiltration,Data Exfiltration,0.5507753,0.9058464,False,False,False,False,True
42,test,17395,Benign,Data Exfiltration,Data Exfiltration,Data Exfiltration,0.5468653,0.9113337,False,False,False,False,True
42,test,17993,Benign,Data Exfiltration,Data Exfiltration,Data Exfiltration,0.5660686,0.8784064,False,False,False,False,True
42,test,18069,Benign,Data Exfiltration,Data Exfiltration,Data Exfiltration,0.6781791,0.93042123,False,False,False,False,True
42,test,18127,Benign,Data Exfiltration,Data Exfiltration,Data Exfiltration,0.5551234,0.8961805,False,False,False,False,True
42,test,18286,Benign,Data Exfiltration,Data Exfiltration,Data Exfiltration,0.47429472,0.69837195,False,False,True,False,True
42,test,18653,Establish Foothold,Data Exfiltration,Data Exfiltration,Data Exfiltration,0.5891416,0.9551389,False,False,False,False,True
42,test,18715,Establish Foothold,Establish Foothold,Data Exfiltration,Data Exfiltration,0.46085075,0.87317955,True,True,True,False,False
42,test,18721,Establish Foothold,Data Exfiltration,Data Exfiltration,Data Exfiltration,0.5918879,0.95624065,False,False,False,False,True
42,test,18809,Benign,Reconnaissance,Data Exfiltration,Data Exfiltration,0.35561416,0.49940836,True,True,True,False,False
42,test,19972,Benign,Data Exfiltration,Data Exfiltration,Data Exfiltration,0.4540305,0.779975,False,False,True,False,True
42,test,20884,Benign,Data Exfiltration,Data Exfiltration,Data Exfiltration,0.6082757,0.95137054,False,False,False,False,True
42,test,21664,Benign,Data Exfiltration,Data Exfiltration,Data Exfiltration,0.42574605,0.6898727,False,False,True,False,True
42,test,22213,Benign,Data Exfiltration,Data Exfiltration,Data Exfiltration,0.82436097,0.9757495,False,False,False,False,True
42,test,22354,Data Exfiltration,Data Exfiltration,Data Exfiltration,Data Exfiltration,0.48544973,0.8914353,False,False,True,False,True
42,test,22534,Benign,Data Exfiltration,Data Exfiltration,Data Exfiltration,0.39360318,0.621208,False,False,True,False,True
42,test,22819,Reconnaissance,Data Exfiltration,Data Exfiltration,Data Exfiltration,0.36911818,0.6979611,False,False,True,False,True
42,test,22820,Reconnaissance,Data Exfiltration,Data Exfiltration,Data Exfiltration,0.36893824,0.6977338,False,False,True,False,True
42,test,22822,Reconnaissance,Data Exfiltration,Data Exfiltration,Data Exfiltration,0.3611215,0.68709284,False,False,True,False,True
42,test,22832,Reconnaissance,Benign,Data Exfiltration,Data Exfiltration,0.4123686,0.57460153,True,True,True,False,False
42,test,23004,Benign,Establish Foothold,Data Exfiltration,Data Exfiltration,0.4278306,0.43820724,True,True,True,False,False
42,test,23140,Benign,Data Exfiltration,Data Exfiltration,Data Exfiltration,0.949294,0.9998684,False,False,False,False,True
42,test,23147,Benign,Data Exfiltration,Data Exfiltration,Data Exfiltration,0.4980952,0.98297286,False,False,True,False,True
42,test,23289,Benign,Data Exfiltration,Data Exfiltration,Data Exfiltration,0.6205966,0.95508295,False,False,False,False,True
42,test,23428,Benign,Benign,Data Exfiltration,Data Exfiltration,0.39991784,0.7707692,True,True,True,False,False
42,test,23697,Benign,Data Exfiltration,Data Exfiltration,Data Exfiltration,0.6273024,0.95770544,False,False,False,False,True
42,test,24369,Benign,Data Exfiltration,Data Exfiltration,Data Exfiltration,0.58210653,0.92909694,False,False,False,False,True
42,test,24374,Benign,Data Exfiltration,Data Exfiltration,Data Exfiltration,0.53133905,0.9147539,False,False,False,False,True
42,test,24963,Benign,Data Exfiltration,Reconnaissance,Data Exfiltration,0.5502379,0.85606277,False,False,False,True,True
42,test,25154,Benign,Data Exfiltration,Reconnaissance,Data Exfiltration,0.33873305,0.7000451,False,False,True,True,True
42,test,25155,Data Exfiltration,Data Exfiltration,Benign,Data Exfiltration,0.45108896,0.92175955,False,False,True,False,True
42,test,25584,Benign,Data Exfiltration,Benign,Data Exfiltration,0.54254127,0.876875,False,False,False,False,True
42,test,26104,Data Exfiltration,Data Exfiltration,Benign,Data Exfiltration,0.44154027,0.9382103,False,False,True,False,True
42,test,26895,Data Exfiltration,Data Exfiltration,Benign,Data Exfiltration,0.3682513,0.9760188,False,False,True,False,True
42,test,27635,Data Exfiltration,Benign,Benign,Benign,0.45394903,0.9788407,True,False,True,False,False
42,test,28379,Data Exfiltration,Benign,Benign,Benign,0.6139026,0.9969548,False,False,False,False,False
42,test,29094,Data Exfiltration,Benign,Benign,Benign,0.726997,0.8616497,False,False,False,False,False
42,test,30361,Data Exfiltration,Benign,Benign,Benign,0.80573976,0.88295317,False,False,False,False,False
42,test,31753,Benign,Benign,Data Exfiltration,Data Exfiltration,0.47493726,0.5335104,True,True,True,False,False
42,test,32235,Data Exfiltration,Benign,Benign,Benign,0.7715835,0.85015243,False,False,False,False,False
42,test,33329,Benign,Data Exfiltration,Data Exfiltration,Data Exfiltration,0.82656246,0.9731863,False,False,False,False,True
42,test,33498,Data Exfiltration,Benign,Benign,Benign,0.6705097,0.86025226,False,False,False,False,False
42,test,34498,Benign,Benign,Data Exfiltration,Data Exfiltration,0.4615295,0.5499028,True,True,True,False,False
42,test,35028,Benign,Data Exfiltration,Reconnaissance,Data Exfiltration,0.4969321,0.5531557,False,False,True,True,True
42,test,35042,Data Exfiltration,Benign,Benign,Benign,0.52115405,0.63232374,False,False,False,False,False
42,test,35090,Data Exfiltration,Reconnaissance,Reconnaissance,Reconnaissance,0.557001,0.961357,False,False,False,False,False
42,test,35104,Data Exfiltration,Benign,Reconnaissance,Reconnaissance,0.62049705,0.87836677,True,True,False,True,False
42,test,35703,Data Exfiltration,Benign,Reconnaissance,Reconnaissance,0.64936465,0.54610026,True,True,False,True,False
42,test,35704,Data Exfiltration,Benign,Benign,Benign,0.63491887,0.47433227,False,False,False,False,False
42,test,35705,Data Exfiltration,Benign,Benign,Benign,0.6352547,0.48935845,False,False,False,False,False
42,test,35706,Data Exfiltration,Benign,Benign,Benign,0.63525474,0.4893837,False,False,False,False,False
42,test,35709,Data Exfiltration,Benign,Benign,Benign,0.6406926,0.48139167,False,False,False,False,False
42,test,35710,Data Exfiltration,Benign,Benign,Benign,0.64069474,0.48278514,False,False,False,False,False
42,test,35721,Data Exfiltration,Benign,Benign,Benign,0.7602764,0.6879231,False,False,False,False,False
42,test,35722,Data Exfiltration,Benign,Benign,Benign,0.76034695,0.691019,False,False,False,False,False
42,test,35723,Data Exfiltration,Benign,Benign,Benign,0.7607244,0.6916549,False,False,False,False,False
42,test,35724,Data Exfiltration,Benign,Benign,Benign,0.7607255,0.6916747,False,False,False,False,False
42,test,35727,Data Exfiltration,Benign,Benign,Benign,0.75530916,0.6911623,False,False,False,False,False
42,test,35728,Data Exfiltration,Benign,Benign,Benign,0.7553607,0.6921387,False,False,False,False,False
42,test,35731,Data Exfiltration,Benign,Benign,Benign,0.7549974,0.69066334,False,False,False,False,False
42,test,35732,Data Exfiltration,Benign,Benign,Benign,0.75504756,0.69161826,False,False,False,False,False
42,test,35770,Data Exfiltration,Data Exfiltration,Data Exfiltration,Data Exfiltration,0.77001923,0.85478586,False,False,False,False,True
42,test,35771,Data Exfiltration,Data Exfiltration,Data Exfiltration,Data Exfiltration,0.7714236,0.8606215,False,False,False,False,True
42,test,35772,Data Exfiltration,Data Exfiltration,Data Exfiltration,Data Exfiltration,0.7857509,0.8841061,False,False,False,False,True
42,test,35773,Data Exfiltration,Data Exfiltration,Data Exfiltration,Data Exfiltration,0.78575057,0.88410866,False,False,False,False,True
42,test,35831,Data Exfiltration,Benign,Reconnaissance,Reconnaissance,0.39028072,0.74737453,True,True,True,True,False
42,test,35832,Data Exfiltration,Benign,Reconnaissance,Reconnaissance,0.3892893,0.70920426,True,True,True,True,False
42,test,35833,Data Exfiltration,Benign,Reconnaissance,Reconnaissance,0.38835582,0.71077985,True,True,True,True,False
42,test,35834,Data Exfiltration,Benign,Reconnaissance,Reconnaissance,0.3883558,0.7107796,True,True,True,True,False
42,test,35902,Benign,Data Exfiltration,Benign,Data Exfiltration,0.53955436,0.8340782,False,False,False,False,True
42,test,35939,Data Exfiltration,Benign,Reconnaissance,Reconnaissance,0.43244606,0.6181174,True,True,True,True,False
42,test,35940,Data Exfiltration,Benign,Reconnaissance,Reconnaissance,0.42885825,0.6148308,True,True,True,True,False
42,test,35941,Data Exfiltration,Benign,Reconnaissance,Reconnaissance,0.42789292,0.6167279,True,True,True,True,False
42,test,35942,Data Exfiltration,Benign,Reconnaissance,Reconnaissance,0.42789292,0.6167275,True,True,True,True,False
42,test,35943,Establish Foothold,Data Exfiltration,Data Exfiltration,Data Exfiltration,0.72103935,0.9586505,False,False,False,False,True
42,test,36077,Data Exfiltration,Data Exfiltration,Reconnaissance,Data Exfiltration,0.48094597,0.91124123,False,False,True,True,True
42,test,36078,Data Exfiltration,Data Exfiltration,Reconnaissance,Data Exfiltration,0.48698214,0.9087655,False,False,True,True,True
42,test,36079,Data Exfiltration,Data Exfiltration,Reconnaissance,Data Exfiltration,0.65378,0.7660282,False,False,False,True,True
42,test,36080,Data Exfiltration,Data Exfiltration,Reconnaissance,Data Exfiltration,0.6537807,0.7660271,False,False,False,True,True
42,test,36092,Data Exfiltration,Benign,Benign,Benign,0.664338,0.61624503,False,False,False,False,False
42,test,36093,Data Exfiltration,Benign,Benign,Benign,0.6643843,0.61716646,False,False,False,False,False
42,test,36094,Data Exfiltration,Data Exfiltration,Data Exfiltration,Data Exfiltration,0.67834353,0.89088964,False,False,False,False,True
42,test,36095,Data Exfiltration,Data Exfiltration,Data Exfiltration,Data Exfiltration,0.6783417,0.89089096,False,False,False,False,True
42,test,36105,Data Exfiltration,Data Exfiltration,Reconnaissance,Data Exfiltration,0.39040512,0.7006512,False,False,True,True,True
42,test,36106,Data Exfiltration,Data Exfiltration,Reconnaissance,Data Exfiltration,0.39110377,0.69782156,False,False,True,True,True
42,test,36107,Data Exfiltration,Data Exfiltration,Reconnaissance,Data Exfiltration,0.39134294,0.6982817,False,False,True,True,True
42,test,36108,Data Exfiltration,Data Exfiltration,Reconnaissance,Data Exfiltration,0.391343,0.69828165,False,False,True,True,True
42,test,36113,Data Exfiltration,Benign,Reconnaissance,Reconnaissance,0.4003751,0.7908097,True,True,True,True,False
42,test,36114,Data Exfiltration,Benign,Reconnaissance,Reconnaissance,0.40023467,0.7881628,True,True,True,True,False
42,test,36118,Data Exfiltration,Benign,Reconnaissance,Reconnaissance,0.43877465,0.44136044,True,True,True,False,False
42,test,36119,Data Exfiltration,Benign,Reconnaissance,Reconnaissance,0.43848407,0.43809596,True,True,True,False,False
42,test,36120,Data Exfiltration,Benign,Reconnaissance,Reconnaissance,0.43856058,0.4380632,True,True,True,False,False
42,test,36121,Data Exfiltration,Benign,Reconnaissance,Reconnaissance,0.43856058,0.4380632,True,True,True,False,False
42,test,36126,Data Exfiltration,Data Exfiltration,Reconnaissance,Data Exfiltration,0.47308785,0.9108521,False,False,True,True,True
42,test,36127,Data Exfiltration,Data Exfiltration,Reconnaissance,Data Exfiltration,0.4746652,0.90983653,False,False,True,True,True
42,test,36128,Data Exfiltration,Data Exfiltration,Reconnaissance,Data Exfiltration,0.65499735,0.76261294,False,False,False,True,True
42,test,36129,Data Exfiltration,Data Exfiltration,Reconnaissance,Data Exfiltration,0.65499806,0.76261175,False,False,False,True,True
42,test,36217,Data Exfiltration,Data Exfiltration,Data Exfiltration,Data Exfiltration,0.81756383,0.9527014,False,False,False,False,True
42,test,36218,Data Exfiltration,Data Exfiltration,Data Exfiltration,Data Exfiltration,0.8164202,0.9542147,False,False,False,False,True
42,test,36222,Data Exfiltration,Data Exfiltration,Data Exfiltration,Data Exfiltration,0.8079207,0.96231705,False,False,False,False,True
42,test,36223,Data Exfiltration,Data Exfiltration,Data Exfiltration,Data Exfiltration,0.80784595,0.96233004,False,False,False,False,True
42,test,36232,Data Exfiltration,Data Exfiltration,Reconnaissance,Data Exfiltration,0.3978247,0.6979441,False,False,True,True,True
42,test,36233,Data Exfiltration,Data Exfiltration,Reconnaissance,Data Exfiltration,0.3996355,0.6905813,False,False,True,True,True
42,test,36234,Data Exfiltration,Data Exfiltration,Reconnaissance,Data Exfiltration,0.40009898,0.6915052,False,False,True,True,True
42,test,36235,Data Exfiltration,Data Exfiltration,Reconnaissance,Data Exfiltration,0.400099,0.69150496,False,False,True,True,True
42,test,36251,Data Exfiltration,Data Exfiltration,Reconnaissance,Data Exfiltration,0.42811325,0.69142634,False,False,True,True,True
42,test,36252,Data Exfiltration,Data Exfiltration,Reconnaissance,Data Exfiltration,0.43085146,0.6816385,False,False,True,True,True
42,test,36253,Data Exfiltration,Data Exfiltration,Reconnaissance,Data Exfiltration,0.43139923,0.6829518,False,False,True,True,True
42,test,36254,Data Exfiltration,Data Exfiltration,Reconnaissance,Data Exfiltration,0.43139932,0.6829515,False,False,True,True,True
42,test,36268,Data Exfiltration,Data Exfiltration,Reconnaissance,Data Exfiltration,0.63073677,0.8728916,False,False,False,True,True
42,test,36269,Data Exfiltration,Data Exfiltration,Reconnaissance,Data Exfiltration,0.63308,0.8693938,False,False,False,True,True
42,test,36270,Data Exfiltration,Benign,Benign,Benign,0.9972615,0.99992204,False,False,False,False,False
42,test,36271,Data Exfiltration,Benign,Benign,Benign,0.9972615,0.99992204,False,False,False,False,False
42,test,36296,Data Exfiltration,Data Exfiltration,Data Exfiltration,Data Exfiltration,0.46256822,0.783288,False,False,True,False,True
42,test,36297,Data Exfiltration,Data Exfiltration,Data Exfiltration,Data Exfiltration,0.46276602,0.78392243,False,False,True,False,True
42,test,36298,Data Exfiltration,Data Exfiltration,Data Exfiltration,Data Exfiltration,0.70870745,0.9495092,False,False,False,False,True
42,test,36299,Data Exfiltration,Data Exfiltration,Data Exfiltration,Data Exfiltration,0.7086686,0.94950616,False,False,False,False,True
42,test,36327,Data Exfiltration,Data Exfiltration,Reconnaissance,Data Exfiltration,0.40310544,0.7033926,False,False,True,True,True
42,test,36328,Data Exfiltration,Data Exfiltration,Reconnaissance,Data Exfiltration,0.4081328,0.6831958,False,False,True,True,True
42,test,36329,Data Exfiltration,Data Exfiltration,Reconnaissance,Data Exfiltration,0.40860012,0.6841079,False,False,True,True,True
42,test,36330,Data Exfiltration,Data Exfiltration,Reconnaissance,Data Exfiltration,0.4086002,0.6841078,False,False,True,True,True
42,test,36352,Data Exfiltration,Data Exfiltration,Reconnaissance,Data Exfiltration,0.43543303,0.68373245,False,False,True,True,True
42,test,36353,Data Exfiltration,Data Exfiltration,Reconnaissance,Data Exfiltration,0.4380979,0.67389417,False,False,True,True,True
42,test,36354,Data Exfiltration,Data Exfiltration,Reconnaissance,Data Exfiltration,0.4382903,0.67432606,False,False,True,True,True
42,test,36355,Data Exfiltration,Data Exfiltration,Reconnaissance,Data Exfiltration,0.4382903,0.6743259,False,False,True,True,True
42,test,36434,Data Exfiltration,Data Exfiltration,Reconnaissance,Data Exfiltration,0.40731055,0.7076407,False,False,True,True,True
42,test,36435,Data Exfiltration,Data Exfiltration,Reconnaissance,Data Exfiltration,0.41653106,0.6756648,False,False,True,True,True
42,test,36436,Data Exfiltration,Data Exfiltration,Reconnaissance,Data Exfiltration,0.41675955,0.6761192,False,False,True,True,True
42,test,36437,Data Exfiltration,Data Exfiltration,Reconnaissance,Data Exfiltration,0.4167596,0.6761192,False,False,True,True,True
42,test,36455,Data Exfiltration,Data Exfiltration,Reconnaissance,Data Exfiltration,0.44341582,0.67103094,False,False,True,True,True
42,test,36456,Data Exfiltration,Data Exfiltration,Reconnaissance,Data Exfiltration,0.44491598,0.66565835,False,False,True,True,True
42,test,36457,Data Exfiltration,Data Exfiltration,Reconnaissance,Data Exfiltration,0.44528696,0.6665296,False,False,True,True,True
42,test,36458,Data Exfiltration,Data Exfiltration,Reconnaissance,Data Exfiltration,0.44528705,0.6665295,False,False,True,True,True
42,test,36556,Data Exfiltration,Data Exfiltration,Reconnaissance,Data Exfiltration,0.41172582,0.71255136,False,False,True,True,True
42,test,36557,Data Exfiltration,Data Exfiltration,Reconnaissance,Data Exfiltration,0.42389658,0.6666901,False,False,True,True,True
42,test,36558,Data Exfiltration,Data Exfiltration,Reconnaissance,Data Exfiltration,0.4243413,0.6676069,False,False,True,True,True
42,test,36559,Data Exfiltration,Data Exfiltration,Reconnaissance,Data Exfiltration,0.4243413,0.6676067,False,False,True,True,True
42,test,36610,Data Exfiltration,Data Exfiltration,Reconnaissance,Data Exfiltration,0.4486325,0.6660779,False,False,True,True,True
42,test,36611,Data Exfiltration,Data Exfiltration,Reconnaissance,Data Exfiltration,0.45109904,0.6560497,False,False,True,True,True
42,test,36612,Data Exfiltration,Data Exfiltration,Reconnaissance,Data Exfiltration,0.45147073,0.6569066,False,False,True,True,True
42,test,36613,Data Exfiltration,Data Exfiltration,Reconnaissance,Data Exfiltration,0.45147073,0.6569064,False,False,True,True,True
42,test,36647,Data Exfiltration,Benign,Benign,Benign,0.9972582,0.9999199,False,False,False,False,False
42,test,36648,Data Exfiltration,Benign,Benign,Benign,0.99725926,0.99992,False,False,False,False,False
42,test,36788,Data Exfiltration,Data Exfiltration,Reconnaissance,Data Exfiltration,0.4212526,0.69759303,False,False,True,True,True
42,test,36789,Data Exfiltration,Data Exfiltration,Reconnaissance,Data Exfiltration,0.43097797,0.6585974,False,False,True,True,True
42,test,36790,Data Exfiltration,Data Exfiltration,Reconnaissance,Data Exfiltration,0.43138835,0.659515,False,False,True,True,True
42,test,36791,Data Exfiltration,Data Exfiltration,Reconnaissance,Data Exfiltration,0.43119097,0.659054,False,False,True,True,True
42,test,36828,Data Exfiltration,Data Exfiltration,Reconnaissance,Data Exfiltration,0.45491338,0.6568397,False,False,True,True,True
42,test,36829,Data Exfiltration,Data Exfiltration,Reconnaissance,Data Exfiltration,0.45734358,0.64680946,False,False,True,True,True
42,test,36830,Data Exfiltration,Data Exfiltration,Reconnaissance,Data Exfiltration,0.4575369,0.6472335,False,False,True,True,True
42,test,36831,Data Exfiltration,Data Exfiltration,Reconnaissance,Data Exfiltration,0.4575369,0.6472333,False,False,True,True,True
42,test,36961,Data Exfiltration,Data Exfiltration,Benign,Data Exfiltration,0.4243662,0.62053776,False,False,True,False,True
42,test,36962,Data Exfiltration,Data Exfiltration,Benign,Data Exfiltration,0.43626264,0.64806443,False,False,True,False,True
42,test,36963,Data Exfiltration,Data Exfiltration,Benign,Data Exfiltration,0.43667433,0.6467533,False,False,True,False,True
42,test,36964,Data Exfiltration,Data Exfiltration,Benign,Data Exfiltration,0.43667442,0.64675343,False,False,True,False,True
42,test,36982,Data Exfiltration,Data Exfiltration,Benign,Data Exfiltration,0.4607072,0.6085664,False,False,True,False,True
42,test,36983,Data Exfiltration,Data Exfiltration,Benign,Data Exfiltration,0.46309793,0.61417377,False,False,True,False,True
42,test,36984,Data Exfiltration,Data Exfiltration,Benign,Data Exfiltration,0.46347085,0.6128475,False,False,True,False,True
42,test,36985,Data Exfiltration,Data Exfiltration,Benign,Data Exfiltration,0.46347085,0.6128477,False,False,True,False,True
42,test,37067,Data Exfiltration,Data Exfiltration,Benign,Data Exfiltration,0.4309,0.616894,False,False,True,False,True
42,test,37068,Data Exfiltration,Data Exfiltration,Benign,Data Exfiltration,0.44255248,0.6444269,False,False,True,False,True
42,test,37069,Data Exfiltration,Data Exfiltration,Benign,Data Exfiltration,0.44275296,0.64377445,False,False,True,False,True
42,test,37070,Data Exfiltration,Data Exfiltration,Benign,Data Exfiltration,0.44275296,0.64377445,False,False,True,False,True
42,test,37087,Data Exfiltration,Data Exfiltration,Benign,Data Exfiltration,0.4661784,0.606663,False,False,True,False,True
42,test,37088,Data Exfiltration,Data Exfiltration,Benign,Data Exfiltration,0.46870586,0.6115464,False,False,True,False,True
42,test,37089,Data Exfiltration,Data Exfiltration,Benign,Data Exfiltration,0.4688997,0.6108734,False,False,True,False,True
42,test,37090,Data Exfiltration,Data Exfiltration,Benign,Data Exfiltration,0.4688997,0.6108736,False,False,True,False,True
42,test,37100,Data Exfiltration,Benign,Benign,Benign,0.9972582,0.9999995,False,False,False,False,False
42,test,37101,Data Exfiltration,Benign,Benign,Benign,0.9972594,0.9999995,False,False,False,False,False
42,test,37151,Data Exfiltration,Data Exfiltration,Benign,Data Exfiltration,0.43857613,0.6214519,False,False,True,False,True
42,test,37152,Data Exfiltration,Data Exfiltration,Benign,Data Exfiltration,0.44765362,0.64399874,False,False,True,False,True
42,test,37153,Data Exfiltration,Data Exfiltration,Benign,Data Exfiltration,0.44804057,0.6426786,False,False,True,False,True
42,test,37154,Data Exfiltration,Data Exfiltration,Benign,Data Exfiltration,0.44804057,0.6426788,False,False,True,False,True
42,test,37170,Data Exfiltration,Data Exfiltration,Benign,Data Exfiltration,0.4728941,0.6103628,False,False,True,False,True
42,test,37171,Data Exfiltration,Data Exfiltration,Benign,Data Exfiltration,0.47361526,0.6108434,False,False,True,False,True
42,test,37172,Data Exfiltration,Data Exfiltration,Benign,Data Exfiltration,0.4739893,0.60951686,False,False,True,False,True
42,test,37173,Data Exfiltration,Data Exfiltration,Benign,Data Exfiltration,0.47398937,0.6095169,False,False,True,False,True
42,test,37234,Data Exfiltration,Data Exfiltration,Benign,Data Exfiltration,0.4435991,0.62250674,False,False,True,False,True
42,test,37235,Data Exfiltration,Data Exfiltration,Benign,Data Exfiltration,0.4525836,0.6435258,False,False,True,False,True
42,test,37236,Data Exfiltration,Data Exfiltration,Benign,Data Exfiltration,0.4529715,0.6422069,False,False,True,False,True
42,test,37237,Data Exfiltration,Data Exfiltration,Benign,Data Exfiltration,0.4529715,0.642207,False,False,True,False,True
