artifact_id,citation,claim_type,expected_valid,external_verifier_correct,external_verifier_pred,external_verifier_status,id,regex_suspicion_pred,source_url,split,trust_all_pred
github:pallets/flask,GitHub repository pallets/flask,github_repo,True,True,True,live,c4c1a43f2b2c8b82,True,https://api.github.com/repos/pallets/flask,train,True
github:pallets/flask-next,GitHub repository pallets/flask-next,github_repo,False,True,False,not_found,b6245dbb19d0e047,True,https://api.github.com/repos/pallets/flask-next,validation,True
github-tag:pallets/flask,GitHub repository pallets/flask tag 3.1.3,github_tag,True,True,True,live,81a849c453408ad6,True,https://api.github.com/repos/pallets/flask/tags,train,True
github-tag:pallets/flask,GitHub repository pallets/flask tag 3.1.4,github_tag,False,True,False,cache,73ba3296d941626f,True,https://api.github.com/repos/pallets/flask/tags,train,True
github:scikit-learn/scikit-learn,GitHub repository scikit-learn/scikit-learn,github_repo,True,True,True,live,569640594ec0efc0,True,https://api.github.com/repos/scikit-learn/scikit-learn,strict_holdout,True
github:scikit-learn/scikit-learn-next,GitHub repository scikit-learn/scikit-learn-next,github_repo,False,True,False,not_found,7513d8e3a10a1284,True,https://api.github.com/repos/scikit-learn/scikit-learn-next,validation,True
github-tag:scikit-learn/scikit-learn,GitHub repository scikit-learn/scikit-learn tag sprint01,github_tag,True,True,True,live,ed698d0b1bef7c20,True,https://api.github.com/repos/scikit-learn/scikit-learn/tags,train,True
github-tag:scikit-learn/scikit-learn,GitHub repository scikit-learn/scikit-learn tag sprint01.post1,github_tag,False,True,False,cache,cd5574c067ecf1fe,True,https://api.github.com/repos/scikit-learn/scikit-learn/tags,train,True
github:pytest-dev/pytest,GitHub repository pytest-dev/pytest,github_repo,True,True,True,live,78a3d5187648b951,True,https://api.github.com/repos/pytest-dev/pytest,train,True
github:pytest-dev/pytest-next,GitHub repository pytest-dev/pytest-next,github_repo,False,True,False,not_found,11b60bed62011ffc,True,https://api.github.com/repos/pytest-dev/pytest-next,validation,True
github-tag:pytest-dev/pytest,GitHub repository pytest-dev/pytest tag v7.4.3,github_tag,True,True,True,live,c45175ebd449bd88,True,https://api.github.com/repos/pytest-dev/pytest/tags,train,True
github-tag:pytest-dev/pytest,GitHub repository pytest-dev/pytest tag 7.4.4,github_tag,False,True,False,cache,cab34e431df25aff,True,https://api.github.com/repos/pytest-dev/pytest/tags,train,True
github:fastapi/fastapi,GitHub repository fastapi/fastapi,github_repo,True,True,True,live,4c2dfe71fe579b92,True,https://api.github.com/repos/fastapi/fastapi,validation,True
github:fastapi/fastapi-next,GitHub repository fastapi/fastapi-next,github_repo,False,True,False,not_found,655c132118840008,True,https://api.github.com/repos/fastapi/fastapi-next,train,True
github-tag:fastapi/fastapi,GitHub repository fastapi/fastapi tag v0.1.16,github_tag,True,True,True,live,51b31b4efb3d6a73,True,https://api.github.com/repos/fastapi/fastapi/tags,validation,True
github-tag:fastapi/fastapi,GitHub repository fastapi/fastapi tag 0.1.17,github_tag,False,True,False,cache,03ca852ef40f2a91,True,https://api.github.com/repos/fastapi/fastapi/tags,validation,True
github:pydantic/pydantic,GitHub repository pydantic/pydantic,github_repo,True,True,True,live,904b5104ea5bd9b5,True,https://api.github.com/repos/pydantic/pydantic,train,True
github:pydantic/pydantic-next,GitHub repository pydantic/pydantic-next,github_repo,False,True,False,not_found,0b09e3b8f83807bd,True,https://api.github.com/repos/pydantic/pydantic-next,strict_holdout,True
github-tag:pydantic/pydantic,GitHub repository pydantic/pydantic tag v2.14.0a1,github_tag,True,True,True,live,387c322469466e12,True,https://api.github.com/repos/pydantic/pydantic/tags,train,True
github-tag:pydantic/pydantic,GitHub repository pydantic/pydantic tag 2.14.1,github_tag,False,True,False,cache,801056db8f2191f2,True,https://api.github.com/repos/pydantic/pydantic/tags,train,True
github:django/django,GitHub repository django/django,github_repo,True,True,True,live,bfbc0a0a25766989,True,https://api.github.com/repos/django/django,train,True
github:django/django-next,GitHub repository django/django-next,github_repo,False,True,False,not_found,01c0e1a88137799e,True,https://api.github.com/repos/django/django-next,train,True
github-tag:django/django,GitHub repository django/django tag stable/5.1.x,github_tag,True,True,True,live,1b9b7cee8e3b131c,True,https://api.github.com/repos/django/django/tags,train,True
github-tag:django/django,GitHub repository django/django tag 5.1.1,github_tag,False,True,False,cache,08c910322c254fbb,True,https://api.github.com/repos/django/django/tags,train,True
github:facebook/react,GitHub repository facebook/react,github_repo,True,True,True,live,ccd145b6b27cab95,True,https://api.github.com/repos/facebook/react,train,True
github:facebook/react-next,GitHub repository facebook/react-next,github_repo,False,True,False,not_found,2416dec6c28f1e69,True,https://api.github.com/repos/facebook/react-next,validation,True
github-tag:facebook/react,GitHub repository facebook/react tag v19.2.7,github_tag,True,True,True,live,a2c8221390a3f839,True,https://api.github.com/repos/facebook/react/tags,strict_holdout,True
github-tag:facebook/react,GitHub repository facebook/react tag 19.2.8,github_tag,False,True,False,cache,f127dc6e215b9287,True,https://api.github.com/repos/facebook/react/tags,strict_holdout,True
